step,loss
0,0.03413831442594528
1,0.03667058050632477
2,0.03713933378458023
3,0.039953555911779404
4,0.042720623314380646
5,0.03738057613372803
6,0.0396282896399498
7,0.04706474766135216
8,0.04622447490692139
9,0.04064520448446274
10,0.052179545164108276
11,0.04308679327368736
12,0.04492788016796112
13,0.05063524469733238
14,0.045556291937828064
15,0.042876943945884705
16,0.039890483021736145
17,0.04948437213897705
18,0.04863312095403671
19,0.05302407592535019
20,0.04291703924536705
21,0.05520900338888168
22,0.057944297790527344
23,0.0785004124045372
24,0.05959309637546539
25,0.060637217015028
26,0.05513961613178253
27,0.052062034606933594
28,0.03932444006204605
29,0.049370698630809784
30,0.040897466242313385
31,0.04059214144945145
32,0.037668634206056595
33,0.03747021034359932
34,0.03410277143120766
35,0.04326712340116501
36,0.05389287695288658
37,0.035491131246089935
38,0.033906225115060806
39,0.0327686183154583
40,0.038567714393138885
41,0.036230120807886124
42,0.03728240728378296
43,0.03821643814444542
44,0.033251289278268814
45,0.03637457266449928
46,0.02104690670967102
47,0.02753741294145584
48,0.026644635945558548
49,0.025902042165398598
50,0.03332570940256119
51,0.026059072464704514
52,0.01902785710990429
53,0.03230202570557594
54,0.029333848506212234
55,0.03259388729929924
56,0.03090968355536461
57,0.023374728858470917
58,0.018773633986711502
59,0.033805329352617264
60,0.05227392539381981
61,0.05245582386851311
62,0.02130265347659588
63,0.06423498690128326
64,0.04753738269209862
65,0.029564829543232918
66,0.04460994899272919
67,0.09633318334817886
68,0.06227658689022064
69,0.06702936440706253
70,0.21451812982559204
71,0.15944521129131317
72,0.32118427753448486
73,0.12132459133863449
74,0.2928016781806946
75,0.22736626863479614
76,0.2184443324804306
77,0.16537703573703766
78,0.11884552985429764
79,0.14649729430675507
80,0.26466038823127747
81,0.13109806180000305
82,0.10414858907461166
83,0.2815857231616974
84,0.3793303370475769
85,0.11846597492694855
86,0.25693392753601074
87,0.23010995984077454
88,0.19418883323669434
89,0.29971176385879517
90,0.3369419276714325
91,0.207727313041687
92,0.20309513807296753
93,0.11152277141809464
94,0.4390000104904175
95,0.2738034129142761
96,0.07108710706233978
97,0.21190720796585083
98,0.08286754786968231
99,0.28192389011383057
100,0.2157818078994751
101,0.24844162166118622
102,0.21363313496112823
103,0.5603469610214233
104,0.5807584524154663
105,0.36014044284820557
106,0.22494889795780182
107,0.4512370824813843
108,0.3057541251182556
109,0.30125489830970764
110,0.5011747479438782
111,0.42544761300086975
112,0.46847623586654663
113,0.19220024347305298
114,0.29294002056121826
115,0.5438534021377563
116,0.5474081039428711
117,0.30930811166763306
118,0.5889427065849304
119,0.1556617170572281
120,0.2637232542037964
121,0.5756168365478516
122,0.3678373396396637
123,0.6036399602890015
124,0.4668255150318146
125,0.44770175218582153
126,0.19365130364894867
127,0.36036747694015503
128,1.2006473541259766
129,1.2838151454925537
130,0.3961116373538971
131,0.4685869514942169
132,0.3568824827671051
133,0.5212284326553345
134,0.3852848410606384
135,0.7666162848472595
136,0.4963725209236145
137,0.3387247323989868
138,0.2236727476119995
139,0.7071889638900757
